Verb,Tense,Person,English,Kurdish (Latin),Kurdish (Arabic)
Make A Hole,Past,He/She,He/She made a hole,ewî/ewê  kun kir,ئەوی/ئەوێ كون كر
Make A Hole,Past,We,We made a hole,me  kun kir,مە كون كر
Make A Hole,Past,You (pl.),You made a hole,hewe  kun kir,ھەوە كون كر
Make A Hole,Past,They,They made a hole,ewan  kun kir,ئەوان كون كر
Make A Hole,Present,I,I make a hole,ez  kun di kem,ئەز كون د كەم
Make A Hole,Present,You,You make a hole,tu  kun di key,تو كون د كەی
Make A Hole,Present,He/She,He/She makes a hole,ew  kun di ket,ئەو كون د كەت
Make A Hole,Present,We,We make a hole,em  kun di keyn,ئەم كون د كەین
Make A Hole,Present,You (pl.),You make a hole,hîn  kun di ken,ھین كون د كەن
Make A Hole,Present,They,They make a hole,ew  kun di ken,ئەو كون د كەن
Make A Hole,Future,I,I will make a hole,ez dê  kun kem,ئەز دێ كون كەم
Make A Hole,Future,You,You will make a hole,tu dê  kun key,تو دێ كون كەی
Make A Hole,Future,He/She,He/She will make a hole,ew dê  kun ket,ئەو دێ كون كەت
Make A Hole,Future,We,We will make a hole,em dê  kun keyn,ئەم دێ كون كەین
Make A Hole,Future,You (pl.),You will make a hole,hîn dê  kun ken,ھین دێ كون كەن
Make A Hole,Future,They,They will make a hole,ew dê  kun ken,ئەو دێ كون كەن
Make A Sound,Past,I,I made a sound,min dengek kir,من دەنگەك كر
Make A Sound,Past,You,You made a sound,te dengek kir,تە دەنگەك كر
Make A Sound,Past,He/She,He/She made a sound,ewî/ewê dengek kir,ئەوی/ئەوێ دەنگەك كر
Make A Sound,Past,We,We made a sound,me dengek kir,مە دەنگەك كر
Make A Sound,Past,You (pl.),You made a sound,hewe dengek kir,ھەوە دەنگەك كر
Make A Sound,Past,They,They made a sound,ewan dengek kir,ئەوان دەنگەك كر
Make A Sound,Present,I,I make a sound,ez dengekî di kem,ئەز دەنگەكی د كەم
Make A Sound,Present,You,You make a sound,tu dengekî di key,تو دەنگەكی د كەی
Make A Sound,Present,He/She,He/She makes a sound,ew dengekî di ket,ئەو دەنگەكی د كەت
Make A Sound,Present,We,We make a sound,em dengekî di keyn,ئەم دەنگەكی د كەین
Make A Sound,Present,You (pl.),You make a sound,hîn dengekî di ken,ھین دەنگەكی د كەن
Make A Sound,Present,They,They make a sound,ew dengekî di ken,ئەو دەنگەكی د كەن
Make A Sound,Future,I,I will make a sound,ez dê dengekî kem,ئەز دێ دەنگەكی كەم
Make A Sound,Future,You,You will make a sound,tu dê dengekî key,تو دێ دەنگەكی كەی
Make A Sound,Future,He/She,He/She will make a sound,ew dê dengekî ket,ئەو دێ دەنگەكی كەت
Make A Sound,Future,We,We will make a sound,em dê dengekî keyn,ئەم دێ دەنگەكی كەین
Make A Sound,Future,You (pl.),You will make a sound,hîn dê dengekî ken,ھین دێ دەنگەكی كەن
Make A Sound,Future,They,They will make a sound,ew dê dengekî ken,ئەو دێ دەنگەكی كەن
Make The Bed,Past,I,I made the bed,min cihê xo çê kir,من جھێ خو چێ كر
Make The Bed,Past,You,You made the bed,te cihê xo çê kir,تە جھێ خو چێ كر
Make The Bed,Past,He/She,He/She made the bed,ewî/ewê cihê xo çê kir,ئەوی/ئەوێ جھێ خو چێ كر
Make The Bed,Past,We,We made the bed,me cihê xo çê kir,مە جھێ خو چێ كر
Make The Bed,Past,You (pl.),You made the bed,hewe cihê xo çê kir,ھەوە جھێ خو چێ كر
Make The Bed,Past,They,They made the bed,ewan cihê xo çê kir,ئەوان جھێ خو چێ كر
Make The Bed,Present,I,I make the bed,ez cihê xo çê di kem,ئەز جھێ خو چێ د كەم
Make The Bed,Present,You,You make the bed,tu cihê xo çê di key,تو جھێ خو چێ د كەی
Make The Bed,Present,He/She,He/She makes the bed,ew cihê xo çê di ket,ئەو جھێ خو چێ د كەت
Make The Bed,Present,We,We make the bed,em cihê xo çê di keyn,ئەم جھێ خو چێ د كەین
Make The Bed,Present,You (pl.),You make the bed,hîn cihê xo çê di ken,ھین جھێ خو چێ د كەن
Make The Bed,Present,They,They make the bed,ew cihê xo çê di ken,ئەو جھێ خو چێ د كەن
Make The Bed,Future,I,I will make the bed,ez dê cihê xo çê kem,ئەز دێ جھێ خو چێ كەم
Make The Bed,Future,You,You will make the bed,tu dê cihê xo çê key,تو دێ جھێ خو چێ كەی
Make The Bed,Future,He/She,He/She will make the bed,ew dê cihê xo çê ket,ئەو دێ جھێ خو چێ كەت
Make The Bed,Future,We,We will make the bed,em dê cihê xo çê keyn,ئەم دێ جھێ خو چێ كەین
Make The Bed,Future,You (pl.),You will make the bed,hîn dê cihê xo çê ken,ھین دێ جھێ خو چێ كەن
Make The Bed,Future,They,They will make the bed,ew dê cihê xo çê ken,ئەو دێ جھێ خو چێ كەن
Measure,Past,I,I measured,min  qîyas kir,من قییاس كر
Measure,Past,You,You measured,te  qîyas kir,تە قییاس كر
Measure,Past,He/She,He/She measured,ewî/ewê  qîyas kir,ئەوی/ئەوێ قییاس كر
Measure,Past,We,We measured,me  qîyas kir,مە قییاس كر
Measure,Past,You (pl.),You measured,hewe  qîyas kir,ھەوە قییاس كر
Measure,Past,They,They measured,ewan  qîyas kir,ئەوان قییاس كر
Measure,Present,I,I measure,ez  qîyas di kem,ئەز قییاس د كەم
Measure,Present,You,You measure,tu  qîyas di key,تو قییاس د كەی
Measure,Present,He/She,He/She measures,ew  qîyas di ket,ئەو قییاس د كەت
Measure,Present,We,We measure,em  qîyas di keyn,ئەم قییاس د كەین
Measure,Present,You (pl.),You measure,hîn  qîyas di ken,ھین قییاس د كەن
Measure,Present,They,They measure,ew  qîyas di ken,ئەو قییاس د كەن
Measure,Future,I,I will measure,ez dê  qîyas kem,ئەز دێ قییاس كەم
Measure,Future,You,You will measure,tu dê  qîyas key,تو دێ قییاس كەی
Measure,Future,He/She,He/She will measure,ew dê  qîyas ket,ئەو دێ قییاس كەت
Measure,Future,We,We will measure,em dê  qîyas keyn,ئەم دێ قییاس كەین
Measure,Future,You (pl.),You will measure,hîn dê  qîyas ken,ھین دێ قییاس كەن
Measure,Future,They,They will measure,ew dê  qîyas ken,ئەو دێ قییاس كەن
Melt,Past,I,I melted,&lt;Not Used&gt;,نە
Melt,Past,You,You melted,&lt;Not Used&gt;,نە
Melt,Past,He/She,He/She melted,ewî/ewê ḧeland,ئەوی/ئەوێ حەلاند
Melt,Past,We,We melted,&lt;Not Used&gt;,نە
Melt,Past,You (pl.),You melted,&lt;Not Used&gt;,نە
Melt,Past,They,They melted,ewan ḧelandin,ئەوان حەلاندن
Melt,Present,I,I melt,&lt;Not Used&gt;,نە
Melt,Present,You,You melt,&lt;Not Used&gt;,نە
Melt,Present,He/She,He/She melts,ew di ḧelîyit,ئەو د حەلیییت
Melt,Present,We,We melt,&lt;Not Used&gt;,نە
Melt,Present,You (pl.),You melt,&lt;Not Used&gt;,نە
Melt,Present,They,They melt,ew di ḧelîyin,ئەو د حەلیین
Melt,Future,I,I will melt,&lt;Not Used&gt;,نە
Melt,Future,You,You will melt,&lt;Not Used&gt;,نە
Melt,Future,He/She,He/She will melt,ew dê ḧelîyit,ئەو دێ حەلیییت
Melt,Future,We,We will melt,&lt;Not Used&gt;,نە
Melt,Future,You (pl.),You will melt,&lt;Not Used&gt;,نە
Melt,Future,They,They will melt,ew dê ḧelîyin,ئەو دێ حەلیین
Melt Something,Past,I,I melted,min  ḧelîya,من حەلییا
Melt Something,Past,You,You melted,te  ḧelîya,تە حەلییا
Melt Something,Past,He/She,He/She melted,ewî/ewê  ḧelîya,ئەوی/ئەوێ حەلییا
Melt Something,Past,We,We melted,me  ḧelîya,مە حەلییا
Melt Something,Past,You (pl.),You melted,hewe  ḧelîya,ھەوە حەلییا
Melt Something,Past,They,They melted,ewan  ḧelîya,ئەوان حەلییا
Melt Something,Present,I,I melt,ez  di ḧelînim,ئەز د حەلینم
Melt Something,Present,You,You melt,tu  di ḧelînî,تو د حەلینی
Melt Something,Present,He/She,He/She melts,ew  di ḧelînit,ئەو د حەلینیت
Melt Something,Present,We,We melt,em  di ḧelînîn,ئەم د حەلینین
Melt Something,Present,You (pl.),You melt,hîn  di ḧelînin,ھین د حەلینن
Melt Something,Present,They,They melt,ew  di ḧelînin,ئەو د حەلینن
Melt Something,Future,I,I will melt,ez dê  ḧelînim,ئەز دێ حەلینم
Melt Something,Future,You,You will melt,tu dê  ḧelînî,تو دێ حەلینی
Melt Something,Future,He/She,He/She will melt,ew dê  ḧelînit,ئەو دێ حەلینیت
Melt Something,Future,We,We will melt,em dê  ḧelînîn,ئەم دێ حەلینین
Melt Something,Future,You (pl.),You will melt,hîn dê  ḧelînin,ھین دێ حەلینن
Melt Something,Future,They,They will melt,ew dê  ḧelînin,ئەو دێ حەلینن
Migrate,Past,I,I migrated,min kuç kir,من كوچ كر
Migrate,Past,You,You migrated,te kuç kir,تە كوچ كر
Migrate,Past,He/She,He/She migrated,ewî/ewê kuç kir,ئەوی/ئەوێ كوچ كر
Migrate,Past,We,We migrated,me kuç kir,مە كوچ كر
Migrate,Past,You (pl.),You migrated,hewe kuç kir,ھەوە كوچ كر
Migrate,Past,They,They migrated,ewan kuç kir,ئەوان كوچ كر
Migrate,Present,I,I migrate,ez kuç di kem,ئەز كوچ د كەم
Migrate,Present,You,You migrate,tu kuç di key,تو كوچ د كەی
Migrate,Present,He/She,He/She migrates,ew kuç di ket,ئەو كوچ د كەت
Migrate,Present,We,We migrate,em kuç di keyn,ئەم كوچ د كەین
Migrate,Present,You (pl.),You migrate,hîn kuç di ken,ھین كوچ د كەن
Migrate,Present,They,They migrate,ew kuç di ken,ئەو كوچ د كەن
Migrate,Future,I,I will migrate,ez dê kuç kem,ئەز دێ كوچ كەم
Migrate,Future,You,You will migrate,tu dê kuç key,تو دێ كوچ كەی
Migrate,Future,He/She,He/She will migrate,ew dê kuç ket,ئەو دێ كوچ كەت
Migrate,Future,We,We will migrate,em dê kuç keyn,ئەم دێ كوچ كەین
Migrate,Future,You (pl.),You will migrate,hîn dê kuç ken,ھین دێ كوچ كەن
Migrate,Future,They,They will migrate,ew dê kuç ken,ئەو دێ كوچ كەن
Milk,Past,I,I milked,min  dut,من دوت
Milk,Past,You,You milked,te  dut,تە دوت
Milk,Past,He/She,He/She milked,ewî/ewê  dut,ئەوی/ئەوێ دوت
Milk,Past,We,We milked,me  dut,مە دوت
Milk,Past,You (pl.),You milked,hewe  dut,ھەوە دوت
Milk,Past,They,They milked,ewan  dut,ئەوان دوت
Milk,Present,I,I milk,ez  di duşim,ئەز د دوشم
Milk,Present,You,You milk,tu  di duşî,تو د دوشی
Milk,Present,He/She,He/She milks,ew  di duşit,ئەو د دوشیت
Milk,Present,We,We milk,em  di duşîn,ئەم د دوشین
Milk,Present,You (pl.),You milk,hîn  di duşin,ھین د دوشن
Milk,Present,They,They milk,ew  di duşin,ئەو د دوشن
Milk,Future,I,I will milk,ez dê dê  duşim,ئەز دێ دێ دوشم
Milk,Future,You,You will milk,tu dê dê  duşî,تو دێ دێ دوشی
Milk,Future,He/She,He/She will milk,ew dê dê  duşit,ئەو دێ دێ دوشیت
Milk,Future,We,We will milk,em dê dê  duşîn,ئەم دێ دێ دوشین
Milk,Future,You (pl.),You will milk,hîn dê dê  duşin,ھین دێ دێ دوشن
Milk,Future,They,They will milk,ew dê dê  duşin,ئەو دێ دێ دوشن
Miss,Past,I,I missed,ez kutî bum,ئەز كوتی بوم
Miss,Past,You,You missed,tu kutî buî,تو كوتی بوی
Miss,Past,He/She,He/She missed,ew kutî bu,ئەو كوتی بو
Miss,Past,We,We missed,em kutî buîn,ئەم كوتی بوین
Miss,Past,You (pl.),You missed,hîn kutî bun,ھین كوتی بون
Miss,Past,They,They missed,ew kutî bun,ئەو كوتی بون
Miss,Present,I,I miss,ez kutî di bim,ئەز كوتی د بم
Miss,Present,You,You miss,tu kutî di bî,تو كوتی د بی
Miss,Present,He/She,He/She misses,ew kutî di bit,ئەو كوتی د بیت
Miss,Present,We,We miss,em kutî di bîn,ئەم كوتی د بین
Miss,Present,You (pl.),You miss,hîn kutî di bin,ھین كوتی د بن
Miss,Present,They,They miss,ew kutî di bin,ئەو كوتی د بن
Miss,Future,I,I will miss,ez dê kutî bim,ئەز دێ كوتی بم
Miss,Future,You,You will miss,tu dê kutî bî,تو دێ كوتی بی
Miss,Future,He/She,He/She will miss,ew dê kutî bit,ئەو دێ كوتی بیت
Miss,Future,We,We will miss,em dê kutî bîn,ئەم دێ كوتی بین
Miss,Future,You (pl.),You will miss,hîn dê kutî bin,ھین دێ كوتی بن
Miss,Future,They,They will miss,ew dê kutî bin,ئەو دێ كوتی بن
Miss,Past,I,I missed,&lt;Not Used&gt;,نە
Miss,Past,You,You missed,&lt;Not Used&gt;,نە
Miss,Past,He/She,He/She missed, ji  çu,ژ چو
Miss,Past,We,We missed,&lt;Not Used&gt;,نە
Miss,Past,You (pl.),You missed,&lt;Not Used&gt;,نە
Miss,Past,They,They missed, ji  çun,ژ چون
Miss,Present,I,I miss,&lt;Not Used&gt;,نە
Miss,Present,You,You miss,&lt;Not Used&gt;,نە
Miss,Present,He/She,He/She misses, ji  di çit,ژ د چیت
Miss,Present,We,We miss,&lt;Not Used&gt;,نە
Miss,Present,You (pl.),You miss,&lt;Not Used&gt;,نە
Miss,Present,They,They miss, ji  di çin,ژ د چن
Miss,Future,I,I will miss,&lt;Not Used&gt;,نە
Miss,Future,You,You will miss,&lt;Not Used&gt;,نە
Miss,Future,He/She,He/She will miss, dê ji  çit,دێ ژ چیت
Miss,Future,We,We will miss,&lt;Not Used&gt;,نە
Miss,Future,You (pl.),You will miss,&lt;Not Used&gt;,نە
Miss,Future,They,They will miss, dê ji  çin,دێ ژ چن
Miss Someone,Past,I,I missed,ez ji  xarî bum,ئەز ژ خاری بوم
Miss Someone,Past,You,You missed,tu ji  xarî buî,تو ژ خاری بوی
Miss Someone,Past,He/She,He/She missed,ew ji  xarî bu,ئەو ژ خاری بو
Miss Someone,Past,We,We missed,em ji  xarî buîn,ئەم ژ خاری بوین
Miss Someone,Past,You (pl.),You missed,hîn ji  xarî bun,ھین ژ خاری بون
Miss Someone,Past,They,They missed,ew ji  xarî bun,ئەو ژ خاری بون
Miss Someone,Present,I,I miss,ez ji  xarî di bim,ئەز ژ خاری د بم
Miss Someone,Present,You,You miss,tu ji  xarî di bî,تو ژ خاری د بی
Miss Someone,Present,He/She,He/She misses,ew ji  xarî di bit,ئەو ژ خاری د بیت
Miss Someone,Present,We,We miss,em ji  xarî di bîn,ئەم ژ خاری د بین
Miss Someone,Present,You (pl.),You miss,hîn ji  xarî di bin,ھین ژ خاری د بن
Miss Someone,Present,They,They miss,ew ji  xarî di bin,ئەو ژ خاری د بن
Miss Someone,Future,I,I will miss,ez dê ji  xarî bim,ئەز دێ ژ خاری بم
Miss Someone,Future,You,You will miss,tu dê ji  xarî bî,تو دێ ژ خاری بی
Miss Someone,Future,He/She,He/She will miss,ew dê ji  xarî bit,ئەو دێ ژ خاری بیت
Miss Someone,Future,We,We will miss,em dê ji  xarî bîn,ئەم دێ ژ خاری بین
Miss Someone,Future,You (pl.),You will miss,hîn dê ji  xarî bin,ھین دێ ژ خاری بن
Miss Someone,Future,They,They will miss,ew dê ji  xarî bin,ئەو دێ ژ خاری بن
Mix,Past,I,I mixed,min  têk ve da,من تێك ڤە دا
Mix,Past,You,You mixed,te  têk ve da,تە تێك ڤە دا
Mix,Past,He/She,He/She mixed,ewî/ewê  têk ve da,ئەوی/ئەوێ تێك ڤە دا
Mix,Past,We,We mixed,me  têk ve da,مە تێك ڤە دا
Mix,Past,You (pl.),You mixed,hewe  têk ve da,ھەوە تێك ڤە دا
Mix,Past,They,They mixed,ewan  têk ve da,ئەوان تێك ڤە دا
Mix,Present,I,I mix,ez  têk ve di dem,ئەز تێك ڤە د دەم
Mix,Present,You,You mix,tu  têk ve di dey,تو تێك ڤە د دەی
Mix,Present,He/She,He/She mixes,ew  têk ve di det,ئەو تێك ڤە د دەت
Mix,Present,We,We mix,em  têk ve di deyn,ئەم تێك ڤە د دەین
Mix,Present,You (pl.),You mix,hîn  têk ve di den,ھین تێك ڤە د دەن
Mix,Present,They,They mix,ew  têk ve di den,ئەو تێك ڤە د دەن
Mix,Future,I,I will mix,ez dê  têk ve dem,ئەز دێ تێك ڤە دەم
Mix,Future,You,You will mix,tu dê  têk ve dey,تو دێ تێك ڤە دەی
Mix,Future,He/She,He/She will mix,ew dê  têk ve det,ئەو دێ تێك ڤە دەت
Mix,Future,We,We will mix,em dê  têk ve deyn,ئەم دێ تێك ڤە دەین
Mix,Future,You (pl.),You will mix,hîn dê  têk ve den,ھین دێ تێك ڤە دەن
Mix,Future,They,They will mix,ew dê  têk ve den,ئەو دێ تێك ڤە دەن
Mop,Past,I,I mopped,min  mesiḧ kir,من مەسح كر
Mop,Past,You,You mopped,te  mesiḧ kir,تە مەسح كر
Mop,Past,He/She,He/She mopped,ewî/ewê  mesiḧ kir,ئەوی/ئەوێ مەسح كر
Mop,Past,We,We mopped,me  mesiḧ kir,مە مەسح كر
Mop,Past,You (pl.),You mopped,hewe  mesiḧ kir,ھەوە مەسح كر
Mop,Past,They,They mopped,ewan  mesiḧ kir,ئەوان مەسح كر
Mop,Present,I,I mop,ez  mesiḧ di kem,ئەز مەسح د كەم
Mop,Present,You,You mop,tu  mesiḧ di key,تو مەسح د كەی
Mop,Present,He/She,He/She mops,ew  mesiḧ di ket,ئەو مەسح د كەت
Mop,Present,We,We mop,em  mesiḧ di keyn,ئەم مەسح د كەین
Mop,Present,You (pl.),You mop,hîn  mesiḧ di ken,ھین مەسح د كەن
Mop,Present,They,They mop,ew  mesiḧ di ken,ئەو مەسح د كەن
Mop,Future,I,I will mop,ez dê  mesiḧ kem,ئەز دێ مەسح كەم
Mop,Future,You,You will mop,tu dê  mesiḧ key,تو دێ مەسح كەی
Mop,Future,He/She,He/She will mop,ew dê  mesiḧ ket,ئەو دێ مەسح كەت
Mop,Future,We,We will mop,em dê  mesiḧ keyn,ئەم دێ مەسح كەین
Mop,Future,You (pl.),You will mop,hîn dê  mesiḧ ken,ھین دێ مەسح كەن
Mop,Future,They,They will mop,ew dê  mesiḧ ken,ئەو دێ مەسح كەن
Move,Past,I,I moved,min  neqil kir,من نەقل كر
Move,Past,You,You moved,te  neqil kir,تە نەقل كر
Move,Past,He/She,He/She moved,ewî/ewê  neqil kir,ئەوی/ئەوێ نەقل كر
Move,Past,We,We moved,me  neqil kir,مە نەقل كر
Move,Past,You (pl.),You moved,hewe  neqil kir,ھەوە نەقل كر
Move,Past,They,They moved,ewan  neqil kir,ئەوان نەقل كر
Move,Present,I,I move,ez  neqil di kem,ئەز نەقل د كەم
Move,Present,You,You move,tu  neqil di key,تو نەقل د كەی
