English,Kurdish (Latin),Kurdish (Arabic Script),Arabic,Transliteration
taxi Driver,sayqî tekisî,سایقی تەكسی,سائق سيارة أجرة,"sayqee teksee , shufuree teksee"
taxi Driver,şufirî tekisî,شوفری تەكسی,سائق سيارة أجرة,"sayqee teksee , shufuree teksee"
driver is driving a car,şufêr tirombêlê dihaşot,شوفێر ترۆمبێلێ دهاشۆت,سائق يقود سيارة,shufêr turombêlê duḧashot
liquid,"avekî , şil",ئاڤەكى ، شل,سائل,"avekee , shul"
liquid,şil,شل,سائل,shul
seventh,heftem,ھەفتەم,سابع,ḧeftem
previous,berê,بەرێ,سابق,berê
previous,pêşitir,پێشتر,سابق,pêshutur
previous,li pêşiyê,ل پێشیێ,سابق,lu pêshuyê
ahead of,pêş,پێش,سابق ل,pêsh
already,berî nuke,بەری نوکە,سابقا,beree nuke
formerly,pêşitir,پێشتر,سابقا,pêshutur
previously,berî hingî,بەری هنگی,سابقا,beree ḧungee
previously,pêşwext,پێشوه‌خت,سابقا,pêshwext
yard,ḧewdik,حەودك,ساحة,ḧewduk
yard,hewş,حەوش,ساحة,ḧewsh
yard,gez,گەز,ساحة,gez
yard,yarde,یاردە,ساحة,yarde
magician,cadûbaz,جادووباز,ساحر,jadûbaz
magician,seḧer,سەحەر,ساحر,seḧer
sorcerer,cadûbazî,جادووبازی,ساحر,jadûbazee
sorcerer,cerbezî,جه‌ربه‌زی,ساحر,jerbezee
wizard,sêrebend,سێرەبەند,ساحر,sêrebend
witch,pîrejineka sḧrikere,پیرەژنەکا سحرکەرە,ساحرة,peerezhuneka sḧrukere
witch,cadû,جادوو,ساحرة,jadû
overwhelming,jorîn,ژۆرین,ساحق,zhoreen
coast,kenar,كەنار,ساحل,kenar
indignant,enirrî,ئه‌نڕی,ساخط,enurree
indignant,qehirîn,قه‌هرین,ساخط,qeḧureen
prevail,dan qebûlkirin,دان قه‌بوولکرن,ساد,dan qebûlkrun
heating pad,cewdik,جەودك,سادة التدفئة,jewduk
sixth,şeşem,شەشەم,سادس,sheshem
hurried,gelek bilez,گەلەك بلەز,سارع,gelek bulez
work hours,dewam,دەوام,ساعات العمل,dewam
work hours is so long,dewam gelek ya dirêje,دەوام گەلەک یا درێژە,ساعات العمل طويلة جدا,dewam gelek ya durêzhe
hour,demjimêr,دەمژمێر,ساعة,"se'at , demzhumêr"
hour,se'at,سەعات,ساعة,"se'at , demzhumêr"
watch,demjimêr,دەمژمێر,ساعة,demzhumêr
watch,se'et,سەعەت,ساعة,se'et
help me!,harîkariya min bike,ھاریکاریا من بکە,ساعدني!,ḧareekaruya mun buke
postman,pusteçî,پوستەچى,ساعي البريد,pustechee
fly,difirît,دفریت,سافر,dufureet
leg,pê,پێ,ساق,pê
static,mînît têda,مینیت تێدا,ساكن,meeneet têda
static (electricity),"cêgîr, rawestayî, westan",جێگیر، ڕاوه‌ستایی، وه‌ستان,ساكن,"jêgeer, rawestayee, westan"
poisonous,"jehrî, jehrîn, jehrawî",ژه‌هری، ژه‌هرین، ژه‌هراوی,سام,"zheḧree, zheḧreen, zheḧrawee"
toxic,jehrawî,ژه‌هراوی,سام,zheḧrawee
forgive,efû kirin,ئه‌فوو کرن,سامح,efû krun
forgive,bexşandin,به‌خشاندن,سامح,bexshandun
forgive,lê borîn,لێ بۆرین,سامح,lê boreen
forgive,lê negirtin,لێ نه‌گرتن,سامح,lê negurtun
forgive me,li min bibore,ل من ببۆره‌,سامحني,lu mun bubore
revile,civîn dan,جڤین دان,سب,jveen danavenger
revile,çixandin,چخاندن,سب,jveen danavenger
revile,fihêt,فهێت,سب,jveen danavenger
swimmer,"melevan, avjen",مه‌له‌ڤان، ئاڤژه‌ن,سباح,"melevan, avzhen"
swim,melevaniya diket,مەلەڤانیا دكەت,سباحة,melevanuya duket
swimming,melevanî,مەلەڤانی,سباحة,melevanee
race,pîşbrikî diket,پیشبركى دكەت,سباق,peeshbrukee duket
race,regez,ڕه‌گه‌ز,سباق,regez
plumber,ewkesê karê buriyadiket,ئەوكەسێ كارێ بوریادكەت,سباك,ewkesê karê buruyaduket
plumber,borrîçî,بۆڕیچی,سباك,ewkesê karê buruyaduket
plumber,lûlekar,لووله‌کار,سباك,ewkesê karê buruyaduket
spinach,spênax,سپێناخ,سبانخ,spênax
cause,eger,ئه‌گه‌ر,سبب,eger
cause,sebeb,سه‌به‌ب,سبب,sebeb
cause,sedem,سه‌ده‌م,سبب,sedem
cause,sebaret,سەبارەت,سبب,sebaret
cause,hu,هو,سبب,ḧu
reason,eger,ئەگەر,سبب,eger
reason,sebeb,سەبەب,سبب,sebeb
causal,egerî,ئه‌گه‌ری,سببي,dû
curse word,kufrî,کوفری,سبة,ḧezhmarek
swam,melevanî kirin,مەلەڤانى كرن,سبح,melevanee krun
7,ḧeft,٧ ، حەفت,سبعة,ḧeft
seven,ḧeft,حەفت,سبعة,ḧeft
17,hevde,١٧ ، هەڤدە,سبعة عشر,ḧevde
seventeen,hevde,ھەڤدە,سبعة عشر,ḧevde
750,ḧeft sad û pêncî,٧٥٠ ، حەفت ساد و پێنجی,سبعمائة وخمسون مائة,ḧeft sad û pênjee
750,hezar kêm rib'ek,٧٥٠، ھەزار کێم ربعەك,سبعمائة وخمسون مائة,ḧezar kêm rub'ek
70,ḧeftê,٧٠ ، حەفتێ,سبعون,ḧeftê
seventy,heftê,ھەفتێ,سبعون,ḧeftê
precede,berî dêt,بەرى دئێت,سبق,beree dêt
blackboard,textî reş,تەختى رەش,سبورة,textee resh
white board,sebura spî,سەبورا سپی,سبورة بيضاء,sebura spee
curtain,perde,پەردە,ستارة,perde
6,şeş,٦ ، شەش,ستة,shesh
six,şeş,شه‌ش,ستة,shesh
16,şazde,١٦ ، شازدە,ستة عشر,shazde
jacket,çakêt,چاكێت,سترة,chakêt
vest,êlek,ئێلەک,سترة,êlek
60,şêst,٦٠ ، شێست,ستون,shêst
sixty,şêst,شێست,ستون,shêst
Stephen,stîvanos,ستیڤانۆس,ستيفن,peruseev
stinger,derizîk,دەرزیك,ستينغر,deruzeek
carpet,berik,بەرك,سجادة,"meḧfeer , beruk"
carpet,meḧfîr,مەحفیر,سجادة,"meḧfeer , beruk"
rug,berik,بەرك,سجادة,beruk
prayer rug,şemilk,شەملك,سجادة صلاة,shemulk
jailer,zîndanivan,زیندانڤان,سجان,zeendanuvan
log,darî dibrît,دارى دبریت,سجل,daree dubreet
log,karîte,کاریته‌,سجل,kareete
log,garîte,گاریته‌,سجل,gareete
record,tumar kirin,تومار کرن,سجل,tumar krun
jail,"scin , zîndan",سجن ، زیندان,سجن,"sjn , zeendan"
prisoner,dîlek,دیله‌ک,سجين,"zeendanee , gureetee"
prisoner,zîndanî,زیندانی,سجين,"zeendanee , gureetee"
prisoner,sicinî,سجنی,سجين,sujnee
prisoner,girîtî,گریتی,سجين,"zeendanee , gureetee"
cloud,ewir,عەور,سحابة,ewur
cloudy,ewir,ئەور,سحابة,ewur
pull,dikêşît,دكێشیت,سحب,dukêsheet
tow,radikêşit,رادکێشت,سحب,radukêshut
withdraw,vekêşan,ڤه‌کێشان,سحب,vekêshan
withdraw,"vegerrîn, paşve kêşan",ڤه‌گه‌ڕین، پاشڤه‌ کێشان,سحب,"vegerreen, pashve kêshan"
withdraw,vedikêşît,ڤەدکێشیت,سحب,vedukêsheet
withdraw (bank),wergirtina parey,وەرگرتنا پارەی,سحب,wergurtuna parey
charm,balkêş,بالکێش,سحر,balkêsh
charm,sihêr,سهێر,سحر,suḧêr
magic,efsûn,ئه‌فسوون,سحر,"suḧur , sêrebend"
magic,cadûgerî,جادووگەری,سحر,"suḧur , sêrebend"
magic,siḧir,سحر,سحر,"suḧur , sêrebend"
magic,sêrebend,سێرەبەند,سحر,"suḧur , sêrebend"
sorcery,cadûgerî,جادووگەری,سحر,tlfreek
spell,dihincînît,دھنجینیت,سحر,duḧunjeeneet
witchcraft,tşitêt seyir,تشتێت سەیر,سحر,"tshutêt seyur , suḧur"
witchcraft,cadûgerî,جادووگەری,سحر,tlfreek
witchcraft,siḧir,سحر,سحر,"tshutêt seyur , suḧur"
witchcraft,nêreng,نێره‌نگ,سحر,nêreng
crunch,qirçandin,قرچاندن,سحق,qirçandin
crush,perçiqandin,په‌رچقاندن,سحق,ḧerrshandun
crush,pelixandin,پەلخاندن,سحق,peluxandun
crush,herrşandin,هەڕشاندن,سحق,ḧerrshandun
crush,herrşînît,هەڕشینیت,سحق,ḧerrsheeneet
crushed,herrşî,هه‌ڕشی,سحق,ḧerrshee
crushing,perçiqîn,په‌رچقین,سحق,ḧerrshandun
crushing,herrşandin,هەڕشاندن,سحق,ḧerrshandun
overwhelm,dan ser,دان سه‌ر,سحق,"dan ser, shepurze krun"
overwhelm,dişkênt,دشكێنت,سحق,dushkênt
overwhelm,şepirze kirin,شه‌پرزه‌ کرن,سحق,"dan ser, shepurze krun"
overwhelm,herişandin,هه‌رشاندن,سحق,ḧerushandun
lizard,"kêvlîle , kmkme",كێڤلیلە ، كمكمە,سحلية,"kêvleele , kmkme"
generosity,merdî,مه‌ردی,سخاء,veshartun
generosity,merdînî,مه‌ردینی,سخاء,veshartun
generosity,merdî,مه‌ردی,سخاء,"bu merdee, bu jamêree"
liberality,serbestî,سەربەستى,سخاء,serbestee
heater,agirdan,ئاگردان,سخان,agurdan
heater,sube,سوبە,سخان,sube
water heater,tankê ava gerim,تانکێ ئاڤا گەرم,سخان الماء,tankê ava gerum
boiler,qûşxan,قووشخان,سخان مياه,qûshxan
boiler,kîzir,کیزر,سخان مياه,keezur
irony,teviz,تەڤز,سخرية,tevuz
mockery,qeşmerî,قەشمەرى,سخرية,qeshmeree
sarcasm,"tehin, qerîne",ته‌هن، قه‌رینه‌,سخرية,"teḧun, qereene"
scorn,behre,ته‌ڤز,سخرية,jwaavê
scorn,riswabûn,ڕسوابوون,سخرية,jwaavê
generous,çav vekrî,چاڤ ڤەکری,سخي,chav vekree
generous,merd,مەرد,سخي,merd
repay,lê vegerandin,لێ ڤه‌گه‌راندن,سداد,zhu beer krun
Sodom and Gomorrah,sedom û 'emora,سه‌دۆم و عه‌مۆرا,سدوم وعمورة,sedom û 'emora
secret,veşaritî,ڤەشارتی,سر,vesharutee
secret,nepenî,نه‌په‌نی,سر,nepenee
secret,nihênî,نھێنى,سر,nuḧênee
privately,bi nepenî,ب نەپەنی,سرا,bu nepenee
secretly,bi nihênî,ب نھێنى,سرا,bu nuḧênee
mirage,rewrewk,ڕه‌وره‌وک,سراب,rewrewk
mirage,leyland,له‌یلاند,سراب,leyland
panties,derpê,دەرپێ,سراويل,derpê
swarm,garan,گاران,سرب,xwarun lêner
swarm,naxir,ناخر,سرب,xwarun lêner
navel,nafik,نافك,سرة,nafuk
saddle,zîn,زین,سرج,zeen
saddle,kurtan,کورتان,سرج,krtan
narrative,çîrrok,چیڕۆک,سرد,"serpêḧatee, cheerrok, ḧeekaye"
narrative,serpêhatî,سه‌رپێهاتی,سرد,"serpêḧatee, cheerrok, ḧeekaye"
storytelling,çîrokgotin,چیرۆکگۆتن,سرد قصصي,cheerokgotun
storytelling,vegêrran,ڤه‌گێڕان,سرد قصصي,vegêrran
cancer,penceşêr,پەنجەشێر,سرطان,penjeshêr
cancer,seretan,سه‌ره‌تان,سرطان,"seretan , shêr penje"
cancer,şêr pence,شێر په‌نجه‌,سرطان,"seretan , shêr penje"
speed,lezatî,لەزاتى,سرعة,lezatee
velocity,leza,له‌زا,سرعة,"geshut, geryan"
robbery,talan,تالان,سرقة,talan
robbery,dizî,دزی,سرقة,duzee
robbery,şelandin,شه‌لاندن,سرقة,shelandun
steal,"dizît, stînît",دزیت، ستینیت,سرقة,"duzeet, steeneet"
theft,dizî,دزی,سرقة,duzee
bed n breakfast,xan,خان,سرير و فطور,xan
quick,bilez,بلەز,سريع,bulez
irritable,aciz,ئاجز,سريع الانفعال,wêrek
irritable,turre,توڕه‌,سريع الانفعال,wêrek
judgmental,darizandin,دارزاندن,سريع الحكم,daruzandun
rapid,bilez,بله‌ز,سريعون,bulez
burgle,savar,ساڤار,سطا,savar
surface,rû,روو,سطح,rû
earth surface,rûyê erdî,روویێ ئەردی,سطح الأرض,rûyê erdee
brighten,teysîn,تەیسین,سطع,teyseen
happiness,"bextiyarî, bextewerî",به‌ختیاری، به‌خته‌وه‌ری,سعادة,"bextuyaree, bexteweree"
happiness,"dilşadî, dilxweşî",دلشادی، دلخوه‌شی,سعادة,"dulshadee, dulxweshee"
cough,cuxik,جوخك,سعال,jxuk
Cough,kuxik,کوخک,سعال,kxuk
price,qîmet,قیمه‌ت,سعر,"kêm, puchek, chendek"
Saudi,s'udî,سعودی,سعودي,s'udee
happy,"bextiyar, bextewer",به‌ختیار، به‌خته‌وه‌ر,سعيد,"bextuyar, bextewer"
happy,"dilşad, dilxweş",دلشاد، دلخوه‌ش,سعيد,"dulshad, dulxwesh"
happy,kêfxweş,کێفخوه‌ش,سعيد,kêfxwesh
joyful,dil geşî,دل گەشی,سعيد,dul geshee
foothill,benar,به‌نار,سفح الجبل,"benar, damên, zeer"
foothill,damên,دامێن، زیر,سفح الجبل,"benar, damên, zeer"
foothill,zîr,زیر,سفح الجبل,"benar, damên, zeer"
travel,sefer kirin,سه‌فه‌ر کرن,سفر,sefer krun
travel,geşt kirin,گه‌شت کرن,سفر,gesht krun
shedding of blood,riştna xwînê,رشتنا خوینێ,سفك الدم,rushutna xweenê
ambassador,ambasador,ئامباسادۆر,سفير,ambasador
ambassador,baliyuz,بالیوز,سفير,baluyuz
ambassador,sefîr,سه‌فیر,سفير,sefeer
ship,sefîn,سەفین,سفينة,sefeen
ceiling,ban,بان,سقف,ban
ceiling,seqif,سەقف,سقف,sequf
ceiling,kaşihanik,کاشهانك,سقف,kashuḧanuk
roof,ban,بان,سقف,ban
rail,destik dar,دەستك دار,سكة حديدية,destuk dar
railroad,rîkît şemendefirî,ریكیت شەمەندەفرى,سكة حديدية,reekeet shemendefuree
sugar,şeker,شەكەر,سكر,sheker
drunk,serixoş,سەرخۆش,سكران,seruxosh
agony,azarî,ئازاری,سكرة,avzê
agony,tengavî,ته‌نگاڤی,سكرة,avzê
agony,jan,ژان,سكرة,avzê
assistant secretary,birîkar,بریکار,سكرتير مساعد,ger
secretary,skirîtêre,سكریتێرە,سكریتير,skreetêre
dwelling,xanî,خانی,سكن,"mezel , xanee"
dwelling,mezel,مەزەل,سكن,"mezel , xanee"
lodging,ḧewandin,حەواندن,سكن,ḧewandun
drunkard,alkolîk,ئالکۆلیک,سكير,alkoleek
drunkard,serxweş,سه‌رخوه‌ش,سكير,serxwesh
knife,"kêr, kêrik",کێر، کێرک,سكين,"kêr, kêruk"
pocket knife,çequk,چەقوک,سكين جيب,chequk
weapon,çek,چەك,سلاح,chek
weapon,sîleḧ,سیلەح,سلاح,seeleḧ
navy,gelekeşitî,گەلەكەشتى,سلاح البحرية,gelekeshutee
artillery,topavêjî,تۆپاڤێژی,سلاح المدفعية,mulyon
stairs,paye,پایە,سلالم,"derece , paye"
stairs,pêlik,پێلک,سلالم,"derece , paye"
stairs,derece,دەرەجە,سلالم,"derece , paye"
peace,aramî,ئارامی,سلام,aramee
peace,"aşitî , tenahî",ئاشتی ، تەناھی,سلام,"ashutee , tenaḧee"
safety,emin,ئه‌من,سلامة,emun
safety,silametî,سلامەتی,سلامة,sulametee
rob,"şelandin, dervekirin",شه‌لاندن، ده‌رڤه‌کرن,سلب,"shelandun, dervekrun"
passive,sist,سست,سلبي,sust
negativity,negatîf,نه‌گاتیف,سلبية,negateef
basket,zembîl,زه‌مبیل,سلة,zembeel
basket,sepet,سه‌په‌ت,سلة,sepet
basket,sevî,سه‌ڤی,سلة,sevee
basket,selik,سه‌لک,سلة,seluk
dirty clothes basket,selka cilkêt pîs,سەلکا جلکێت پیس,سلة القذرة,selka jlkêt pees
trash bin,teneke,تەنەکە,سلة المھملات,teneke
wastebasket,selka zibilî,سەلکا زبلی,سلة النفايات,selka zubulee
turtle,kîsele,كیسەلە,سلحفاة,keesele
chain,ristik,رستک,سلسلة,rustuk
chain,zincîr,زنجیر,سلسلة,zunjeer
chain,qeyd,قه‌ید,سلسلة,zunjeer
chain,qeydkirin,قه‌یدکرن,سلسلة,grê dan
zipper,zincîr,زنجیر,سلسلة,zunjeer
dominion,"hukim, desthilat, zalbûn",هوکم، ده‌ستهلات، زالبوون,سلطان,"ḧukm, destḧulat, zalbûn"
salad,zelate,زەلاتە,سلطة,zelate
crab,kêvjal,كێڤژال,سلطعون,kêvzhal
oman,uman,عومان,سلطنة عمان,uman
expired goods,kel û pelên dem biserçuî,كە‌ل و پە‌لێن دە‌م بسە‌رچویى,سلع منتھية الصلاحية,kel û pelên dem buserchuee
ancestor,babkalik,بابکالک,سلف,babkaluk
ancestor,bapîr,باپیر,سلف,bapeer
hand over,radestî kirin,رادەستی کرن,سلم,radestee krun
ladder,"pêstirk, pêlêkan",پێسترك، پێلێکان,سلم,"pêsturk, pêlêkan"
ladder,"pêlok, pêpeling",پێلۆک، پێپه‌لنگ,سلم,"pêlok, pêpelung"
ladder,derence,ده‌ره‌نجه‌,سلم,seleme
ladder,seleme,سەلەمە,سلم,seleme
peaceful,"aram, asûde, hêwir",ئارام، ئاسووده‌، هێور,سلمي,"aram, asûde, ḧêwur"
peaceful,ser sivik,سەرسڤک,سلمي,ser suvuk
peacefully,"bi aşitî, bi aşitiyane",ب ئاشتی، ب ئاشتیانه‌,سلميا,"bu ashutee, bu ashutuyane"
attitude,rewişt,رەوشت,سلوك,rewshut
attitude,helwest,هه‌لوه‌ست,سلوك,rewshut
behavior,reftar,رەفتار,سلوك,reftar
behavior,rewşit,رەوشت,سلوك,rewshut
behaviour,reftar,رەفتار,سلوك,reftar
conduct,tevger,ته‌ڤگه‌ر,سلوك,tevger
conduct,reftar,رەفتار,سلوك,reftar
good behavior,rewşitên baş,رەوشتێن باش,سلوك جيد,rewshutên bash
intact,sax,ساخ,سليم,sax
poison,jehir,ژەھر,سم,zheḧur
poison,sim,سم,سم,sum
toxin,jehir,ژەھر,سم,zheḧur
toxin,sim,سم,سم,sum
venom,jehir,ژه‌هر,سم,zheḧur
poison of snakes,jehira maran,ژەھرا ماران,سم الأفاعي,zheḧura maran
sky,esman,ئەسمان,سماء,esman
sky,esman,عەسمان,سماء,esman
realtor,delal,دەلال,سمسار عقارات,delal
sesame,kuncî,كونجى,سمسم,knjee
hear,bihîstin,بهیستن,سمع,buḧeestun
hear,guh lê bûn,گوھ لێ بوون,سمع,guḧ lê bûn
hearing,lê pirsîn,لێ پرسین,سمع,lê purseen
fish,masî,ماسی,سمك,masee
shark,masî qrş,ماسى قرش,سمك القرش,masee qrsh
fatten,ribîte kirin,ڕبیته‌ کرن,سمن,"têkl, têk"
fatten,ribête kirin,ڕبێته‌ کرن,سمن,"têkl, têk"
fatten,qelew kirin,قه‌له‌و کرن,سمن,"têkl, têk"
thick,stîr,ستیر,سميك,steer
thick,girêdayi,گرێداى,سميك,gurêdayu
fat,qelew,قه‌له‌و,سمين,"têkl, têk"
age,teman,تەمەن,سن,teman
age,"jî, pîrîtî, kalîtî",ژی، پیریتی، کالیتی,سن,"zhee, peereetee, kaleetee"
age,sal,سال,سن,sal
age,emir,عەمر,سن,emur
tooth,didan,ددان,سن,dudan
milk tooth,didanên şîrî,ددانێن شیری,سن لبني,dudanên sheeree
senator,endamê senatoyê,ئه‌ندامێ سه‌ناتۆیێ,سناتور,endamê senatoyê
senator,pîrmend,پیرمه‌ند,سناتور,peermend
year,sal,سال,سنة,sal
new year,sala nî,سالا نی,سنة جديدة,sala nee
happy new year,sala nî li te pîroz bît,سالا نی ل تە پیرۆز بیت,سنة جديدة سعيدة,sala nee lu te peeroz beet
happy new year,ser salê pîroz bît,سەر سالێ پیرۆز بیت,سنة جديدة سعيدة,ser salê peeroz beet
